,date,value
159,2024-08-30,3.91
160,2024-08-29,3.87
161,2024-08-28,3.84
162,2024-08-27,3.83
163,2024-08-26,3.82
164,2024-08-23,3.81
165,2024-08-22,3.86
166,2024-08-21,3.79
167,2024-08-20,3.82
168,2024-08-19,3.86
169,2024-08-16,3.89
170,2024-08-15,3.92
171,2024-08-14,3.83
172,2024-08-13,3.85
173,2024-08-12,3.9
174,2024-08-09,3.94
175,2024-08-08,3.99
176,2024-08-07,3.96
177,2024-08-06,3.9
178,2024-08-05,3.78
179,2024-08-02,3.8
180,2024-08-01,3.99
181,2024-07-31,4.09
182,2024-07-30,4.15
183,2024-07-29,4.17
184,2024-07-26,4.2
185,2024-07-25,4.27
186,2024-07-24,4.28
187,2024-07-23,4.25
188,2024-07-22,4.26
189,2024-07-19,4.25
190,2024-07-18,4.2
191,2024-07-17,4.16
192,2024-07-16,4.17
193,2024-07-15,4.23
194,2024-07-12,4.18
195,2024-07-11,4.2
196,2024-07-10,4.28
197,2024-07-09,4.3
198,2024-07-08,4.28
199,2024-07-05,4.28
200,2024-07-04,.
201,2024-07-03,4.36
202,2024-07-02,4.43
203,2024-07-01,4.48
204,2024-06-28,4.36
205,2024-06-27,4.29
206,2024-06-26,4.32
207,2024-06-25,4.23
208,2024-06-24,4.25
209,2024-06-21,4.25
210,2024-06-20,4.25
211,2024-06-19,.
212,2024-06-18,4.22
213,2024-06-17,4.28
214,2024-06-14,4.2
215,2024-06-13,4.24
216,2024-06-12,4.31
217,2024-06-11,4.39
218,2024-06-10,4.47
219,2024-06-07,4.43
220,2024-06-06,4.28
221,2024-06-05,4.29
222,2024-06-04,4.33
223,2024-06-03,4.41
224,2024-05-31,4.51
225,2024-05-30,4.55
226,2024-05-29,4.61
227,2024-05-28,4.54
228,2024-05-27,.
229,2024-05-24,4.46
230,2024-05-23,4.47
231,2024-05-22,4.43
232,2024-05-21,4.41
233,2024-05-20,4.44
234,2024-05-17,4.42
235,2024-05-16,4.38
236,2024-05-15,4.36
237,2024-05-14,4.45
238,2024-05-13,4.48
239,2024-05-10,4.5
240,2024-05-09,4.45
241,2024-05-08,4.48
242,2024-05-07,4.47
243,2024-05-06,4.49
244,2024-05-03,4.5
245,2024-05-02,4.58
246,2024-05-01,4.63
247,2024-04-30,4.69
248,2024-04-29,4.63
249,2024-04-26,4.67
250,2024-04-25,4.7
251,2024-04-24,4.65
252,2024-04-23,4.61
253,2024-04-22,4.62
254,2024-04-19,4.62
255,2024-04-18,4.64
256,2024-04-17,4.59
257,2024-04-16,4.67
258,2024-04-15,4.63
259,2024-04-12,4.5
260,2024-04-11,4.56
261,2024-04-10,4.55
262,2024-04-09,4.36
263,2024-04-08,4.42
264,2024-04-05,4.39
265,2024-04-04,4.31
266,2024-04-03,4.36
267,2024-04-02,4.36
268,2024-04-01,4.33
269,2024-03-29,.
270,2024-03-28,4.2
271,2024-03-27,4.2
272,2024-03-26,4.24
273,2024-03-25,4.25
274,2024-03-22,4.22
275,2024-03-21,4.27
276,2024-03-20,4.27
277,2024-03-19,4.3
278,2024-03-18,4.34
279,2024-03-15,4.31
280,2024-03-14,4.29
281,2024-03-13,4.19
282,2024-03-12,4.16
283,2024-03-11,4.1
284,2024-03-08,4.09
285,2024-03-07,4.09
286,2024-03-06,4.11
287,2024-03-05,4.13
288,2024-03-04,4.22
289,2024-03-01,4.19
290,2024-02-29,4.25
291,2024-02-28,4.27
292,2024-02-27,4.31
293,2024-02-26,4.28
294,2024-02-23,4.26
295,2024-02-22,4.33
296,2024-02-21,4.32
297,2024-02-20,4.27
298,2024-02-19,.
299,2024-02-16,4.3
300,2024-02-15,4.24
301,2024-02-14,4.27
302,2024-02-13,4.31
303,2024-02-12,4.17
304,2024-02-09,4.17
305,2024-02-08,4.15
306,2024-02-07,4.09
307,2024-02-06,4.09
308,2024-02-05,4.17
309,2024-02-02,4.03
310,2024-02-01,3.87
311,2024-01-31,3.99
312,2024-01-30,4.06
313,2024-01-29,4.08
314,2024-01-26,4.15
315,2024-01-25,4.14
316,2024-01-24,4.18
317,2024-01-23,4.14
318,2024-01-22,4.11
319,2024-01-19,4.15
320,2024-01-18,4.14
321,2024-01-17,4.10
322,2024-01-16,4.07
323,2024-01-15,.
324,2024-01-12,3.96
325,2024-01-11,3.98
326,2024-01-10,4.04
327,2024-01-09,4.02
328,2024-01-08,4.01
329,2024-01-05,4.05
330,2024-01-04,3.99
331,2024-01-03,3.91
332,2024-01-02,3.95
333,2024-01-01,.
334,2023-12-29,3.88
335,2023-12-28,3.84
336,2023-12-27,3.79
337,2023-12-26,3.89
338,2023-12-25,.
339,2023-12-22,3.90
340,2023-12-21,3.89
341,2023-12-20,3.86
342,2023-12-19,3.93
343,2023-12-18,3.95
344,2023-12-15,3.91
345,2023-12-14,3.92
346,2023-12-13,4.04
347,2023-12-12,4.20
348,2023-12-11,4.23
349,2023-12-08,4.23
350,2023-12-07,4.14
351,2023-12-06,4.12
352,2023-12-05,4.18
353,2023-12-04,4.28
354,2023-12-01,4.22
355,2023-11-30,4.37
356,2023-11-29,4.27
357,2023-11-28,4.34
358,2023-11-27,4.39
359,2023-11-24,4.47
360,2023-11-23,.
361,2023-11-22,4.42
362,2023-11-21,4.41
363,2023-11-20,4.42
364,2023-11-17,4.44
365,2023-11-16,4.45
366,2023-11-15,4.53
367,2023-11-14,4.44
368,2023-11-13,4.63
369,2023-11-10,4.61
370,2023-11-09,4.62
371,2023-11-08,4.49
372,2023-11-07,4.58
373,2023-11-06,4.67
374,2023-11-03,4.57
375,2023-11-02,4.67
376,2023-11-01,4.77
377,2023-10-31,4.88
378,2023-10-30,4.88
379,2023-10-27,4.84
380,2023-10-26,4.86
381,2023-10-25,4.95
382,2023-10-24,4.83
383,2023-10-23,4.86
384,2023-10-20,4.93
385,2023-10-19,4.98
386,2023-10-18,4.91
387,2023-10-17,4.83
388,2023-10-16,4.71
389,2023-10-13,4.63
390,2023-10-12,4.70
391,2023-10-11,4.58
392,2023-10-10,4.66
393,2023-10-09,.
394,2023-10-06,4.78
395,2023-10-05,4.72
396,2023-10-04,4.73
397,2023-10-03,4.81
398,2023-10-02,4.69
399,2023-09-29,4.59
400,2023-09-28,4.59
401,2023-09-27,4.61
402,2023-09-26,4.56
403,2023-09-25,4.55
404,2023-09-22,4.44
405,2023-09-21,4.49
406,2023-09-20,4.35
407,2023-09-19,4.37
408,2023-09-18,4.32
409,2023-09-15,4.33
410,2023-09-14,4.29
411,2023-09-13,4.25
412,2023-09-12,4.27
413,2023-09-11,4.29
414,2023-09-08,4.26
415,2023-09-07,4.27
416,2023-09-06,4.30
417,2023-09-05,4.27
418,2023-09-04,.
419,2023-09-01,4.18
420,2023-08-31,4.09
421,2023-08-30,4.12
422,2023-08-29,4.12
423,2023-08-28,4.20
424,2023-08-25,4.25
425,2023-08-24,4.23
426,2023-08-23,4.19
427,2023-08-22,4.34
428,2023-08-21,4.34
429,2023-08-18,4.26
430,2023-08-17,4.30
431,2023-08-16,4.28
432,2023-08-15,4.21
433,2023-08-14,4.19
434,2023-08-11,4.16
435,2023-08-10,4.09
436,2023-08-09,4.00
437,2023-08-08,4.02
438,2023-08-07,4.09
439,2023-08-04,4.05
440,2023-08-03,4.20
441,2023-08-02,4.08
442,2023-08-01,4.05
443,2023-07-31,3.97
444,2023-07-28,3.96
445,2023-07-27,4.01
446,2023-07-26,3.86
447,2023-07-25,3.91
448,2023-07-24,3.86
449,2023-07-21,3.84
450,2023-07-20,3.85
451,2023-07-19,3.75
452,2023-07-18,3.80
453,2023-07-17,3.81
454,2023-07-14,3.83
455,2023-07-13,3.76
456,2023-07-12,3.86
457,2023-07-11,3.99
458,2023-07-10,4.01
459,2023-07-07,4.06
460,2023-07-06,4.05
461,2023-07-05,3.95
462,2023-07-04,.
463,2023-07-03,3.86
464,2023-06-30,3.81
465,2023-06-29,3.85
466,2023-06-28,3.71
467,2023-06-27,3.77
468,2023-06-26,3.72
469,2023-06-23,3.74
470,2023-06-22,3.80
471,2023-06-21,3.72
472,2023-06-20,3.74
473,2023-06-19,.
474,2023-06-16,3.77
475,2023-06-15,3.72
476,2023-06-14,3.83
477,2023-06-13,3.84
478,2023-06-12,3.73
479,2023-06-09,3.75
480,2023-06-08,3.73
481,2023-06-07,3.79
482,2023-06-06,3.70
483,2023-06-05,3.69
484,2023-06-02,3.69
485,2023-06-01,3.61
486,2023-05-31,3.64
487,2023-05-30,3.69
488,2023-05-29,.
489,2023-05-26,3.80
490,2023-05-25,3.83
491,2023-05-24,3.73
492,2023-05-23,3.70
493,2023-05-22,3.72
494,2023-05-19,3.70
495,2023-05-18,3.65
496,2023-05-17,3.57
497,2023-05-16,3.54
498,2023-05-15,3.50
499,2023-05-12,3.46
500,2023-05-11,3.39
501,2023-05-10,3.43
502,2023-05-09,3.53
503,2023-05-08,3.52
504,2023-05-05,3.44
505,2023-05-04,3.37
506,2023-05-03,3.38
507,2023-05-02,3.44
508,2023-05-01,3.59
509,2023-04-28,3.44
510,2023-04-27,3.53
511,2023-04-26,3.43
512,2023-04-25,3.40
513,2023-04-24,3.52
514,2023-04-21,3.57
515,2023-04-20,3.54
516,2023-04-19,3.60
517,2023-04-18,3.58
518,2023-04-17,3.60
519,2023-04-14,3.52
520,2023-04-13,3.45
521,2023-04-12,3.41
522,2023-04-11,3.43
523,2023-04-10,3.41
524,2023-04-07,3.39
525,2023-04-06,3.30
526,2023-04-05,3.30
527,2023-04-04,3.35
528,2023-04-03,3.43
529,2023-03-31,3.48
530,2023-03-30,3.55
531,2023-03-29,3.57
532,2023-03-28,3.55
533,2023-03-27,3.53
534,2023-03-24,3.38
535,2023-03-23,3.38
536,2023-03-22,3.48
537,2023-03-21,3.59
538,2023-03-20,3.47
539,2023-03-17,3.39
540,2023-03-16,3.56
541,2023-03-15,3.51
542,2023-03-14,3.64
543,2023-03-13,3.55
544,2023-03-10,3.70
545,2023-03-09,3.93
546,2023-03-08,3.98
547,2023-03-07,3.97
548,2023-03-06,3.98
549,2023-03-03,3.97
550,2023-03-02,4.08
551,2023-03-01,4.01
552,2023-02-28,3.92
553,2023-02-27,3.92
554,2023-02-24,3.95
555,2023-02-23,3.88
556,2023-02-22,3.93
557,2023-02-21,3.95
558,2023-02-20,.
559,2023-02-17,3.82
560,2023-02-16,3.86
561,2023-02-15,3.81
562,2023-02-14,3.77
563,2023-02-13,3.72
564,2023-02-10,3.74
565,2023-02-09,3.67
566,2023-02-08,3.63
567,2023-02-07,3.67
568,2023-02-06,3.63
569,2023-02-03,3.53
570,2023-02-02,3.40
571,2023-02-01,3.39
572,2023-01-31,3.52
573,2023-01-30,3.55
574,2023-01-27,3.52
575,2023-01-26,3.49
576,2023-01-25,3.46
577,2023-01-24,3.46
578,2023-01-23,3.52
579,2023-01-20,3.48
580,2023-01-19,3.39
581,2023-01-18,3.37
582,2023-01-17,3.53
583,2023-01-16,.
584,2023-01-13,3.49
585,2023-01-12,3.43
586,2023-01-11,3.54
587,2023-01-10,3.61
588,2023-01-09,3.53
589,2023-01-06,3.55
590,2023-01-05,3.71
591,2023-01-04,3.69
592,2023-01-03,3.79
593,2023-01-02,.
594,2022-12-30,3.88
595,2022-12-29,3.83
596,2022-12-28,3.88
597,2022-12-27,3.84
598,2022-12-26,.
599,2022-12-23,3.75
600,2022-12-22,3.67
601,2022-12-21,3.68
602,2022-12-20,3.69
603,2022-12-19,3.57
604,2022-12-16,3.48
605,2022-12-15,3.44
606,2022-12-14,3.49
607,2022-12-13,3.51
608,2022-12-12,3.61
609,2022-12-09,3.57
610,2022-12-08,3.48
611,2022-12-07,3.42
612,2022-12-06,3.51
613,2022-12-05,3.60
614,2022-12-02,3.51
615,2022-12-01,3.53
616,2022-11-30,3.68
617,2022-11-29,3.75
618,2022-11-28,3.69
619,2022-11-25,3.68
620,2022-11-24,.
621,2022-11-23,3.71
622,2022-11-22,3.76
623,2022-11-21,3.83
624,2022-11-18,3.82
625,2022-11-17,3.77
626,2022-11-16,3.67
627,2022-11-15,3.80
628,2022-11-14,3.88
629,2022-11-11,.
630,2022-11-10,3.82
631,2022-11-09,4.12
632,2022-11-08,4.14
633,2022-11-07,4.22
634,2022-11-04,4.17
635,2022-11-03,4.14
636,2022-11-02,4.10
637,2022-11-01,4.07
638,2022-10-31,4.10
639,2022-10-28,4.02
640,2022-10-27,3.96
641,2022-10-26,4.04
642,2022-10-25,4.10
643,2022-10-24,4.25
644,2022-10-21,4.21
645,2022-10-20,4.24
646,2022-10-19,4.14
647,2022-10-18,4.01
648,2022-10-17,4.02
649,2022-10-14,4.00
650,2022-10-13,3.97
651,2022-10-12,3.91
652,2022-10-11,3.93
653,2022-10-10,.
654,2022-10-07,3.89
655,2022-10-06,3.83
656,2022-10-05,3.76
657,2022-10-04,3.62
658,2022-10-03,3.67
659,2022-09-30,3.83
660,2022-09-29,3.76
661,2022-09-28,3.72
662,2022-09-27,3.97
663,2022-09-26,3.88
664,2022-09-23,3.69
665,2022-09-22,3.70
666,2022-09-21,3.51
667,2022-09-20,3.57
668,2022-09-19,3.49
669,2022-09-16,3.45
670,2022-09-15,3.45
671,2022-09-14,3.41
672,2022-09-13,3.42
673,2022-09-12,3.37
674,2022-09-09,3.33
675,2022-09-08,3.29
676,2022-09-07,3.27
677,2022-09-06,3.33
678,2022-09-05,.
679,2022-09-02,3.20
680,2022-09-01,3.26
681,2022-08-31,3.15
682,2022-08-30,3.11
683,2022-08-29,3.12
684,2022-08-26,3.04
685,2022-08-25,3.03
686,2022-08-24,3.11
687,2022-08-23,3.05
688,2022-08-22,3.03
689,2022-08-19,2.98
690,2022-08-18,2.88
691,2022-08-17,2.89
692,2022-08-16,2.82
693,2022-08-15,2.79
694,2022-08-12,2.84
695,2022-08-11,2.87
696,2022-08-10,2.78
697,2022-08-09,2.80
698,2022-08-08,2.77
699,2022-08-05,2.83
700,2022-08-04,2.68
701,2022-08-03,2.73
702,2022-08-02,2.75
703,2022-08-01,2.60
704,2022-07-29,2.67
705,2022-07-28,2.68
706,2022-07-27,2.78
707,2022-07-26,2.81
708,2022-07-25,2.81
709,2022-07-22,2.77
710,2022-07-21,2.91
711,2022-07-20,3.04
712,2022-07-19,3.01
713,2022-07-18,2.96
714,2022-07-15,2.93
715,2022-07-14,2.96
716,2022-07-13,2.91
717,2022-07-12,2.96
718,2022-07-11,2.99
719,2022-07-08,3.09
720,2022-07-07,3.01
721,2022-07-06,2.93
722,2022-07-05,2.82
723,2022-07-04,.
724,2022-07-01,2.88
725,2022-06-30,2.98
726,2022-06-29,3.10
727,2022-06-28,3.20
728,2022-06-27,3.20
729,2022-06-24,3.13
730,2022-06-23,3.09
731,2022-06-22,3.16
732,2022-06-21,3.31
733,2022-06-20,.
734,2022-06-17,3.25
735,2022-06-16,3.28
736,2022-06-15,3.33
737,2022-06-14,3.49
738,2022-06-13,3.43
739,2022-06-10,3.15
740,2022-06-09,3.04
741,2022-06-08,3.03
742,2022-06-07,2.98
743,2022-06-06,3.04
744,2022-06-03,2.96
745,2022-06-02,2.92
746,2022-06-01,2.94
747,2022-05-31,2.85
748,2022-05-30,.
749,2022-05-27,2.74
750,2022-05-26,2.75
751,2022-05-25,2.75
752,2022-05-24,2.76
753,2022-05-23,2.86
754,2022-05-20,2.78
755,2022-05-19,2.84
756,2022-05-18,2.89
757,2022-05-17,2.98
758,2022-05-16,2.88
759,2022-05-13,2.93
760,2022-05-12,2.84
761,2022-05-11,2.91
762,2022-05-10,2.99
763,2022-05-09,3.05
764,2022-05-06,3.12
765,2022-05-05,3.05
766,2022-05-04,2.93
767,2022-05-03,2.97
768,2022-05-02,2.99
769,2022-04-29,2.89
770,2022-04-28,2.85
771,2022-04-27,2.82
772,2022-04-26,2.77
773,2022-04-25,2.81
774,2022-04-22,2.90
775,2022-04-21,2.90
776,2022-04-20,2.85
777,2022-04-19,2.93
778,2022-04-18,2.85
779,2022-04-15,.
780,2022-04-14,2.83
781,2022-04-13,2.70
782,2022-04-12,2.72
783,2022-04-11,2.79
784,2022-04-08,2.72
785,2022-04-07,2.66
786,2022-04-06,2.61
787,2022-04-05,2.54
788,2022-04-04,2.42
789,2022-04-01,2.39
790,2022-03-31,2.32
791,2022-03-30,2.35
792,2022-03-29,2.41
793,2022-03-28,2.46
794,2022-03-25,2.48
795,2022-03-24,2.34
796,2022-03-23,2.32
797,2022-03-22,2.38
798,2022-03-21,2.32
799,2022-03-18,2.14
800,2022-03-17,2.20
801,2022-03-16,2.19
802,2022-03-15,2.15
803,2022-03-14,2.14
804,2022-03-11,2.00
805,2022-03-10,1.98
806,2022-03-09,1.94
807,2022-03-08,1.86
808,2022-03-07,1.78
809,2022-03-04,1.74
810,2022-03-03,1.86
811,2022-03-02,1.86
812,2022-03-01,1.72
813,2022-02-28,1.83
814,2022-02-25,1.97
815,2022-02-24,1.96
816,2022-02-23,1.99
817,2022-02-22,1.94
818,2022-02-21,.
819,2022-02-18,1.92
820,2022-02-17,1.97
821,2022-02-16,2.03
822,2022-02-15,2.05
823,2022-02-14,1.98
824,2022-02-11,1.92
825,2022-02-10,2.03
826,2022-02-09,1.94
827,2022-02-08,1.96
828,2022-02-07,1.92
829,2022-02-04,1.93
830,2022-02-03,1.82
831,2022-02-02,1.78
832,2022-02-01,1.81
833,2022-01-31,1.79
834,2022-01-28,1.78
835,2022-01-27,1.81
836,2022-01-26,1.85
837,2022-01-25,1.78
838,2022-01-24,1.75
839,2022-01-21,1.75
840,2022-01-20,1.83
841,2022-01-19,1.83
842,2022-01-18,1.87
843,2022-01-17,.
844,2022-01-14,1.78
845,2022-01-13,1.70
846,2022-01-12,1.74
847,2022-01-11,1.75
848,2022-01-10,1.78
849,2022-01-07,1.76
850,2022-01-06,1.73
851,2022-01-05,1.71
852,2022-01-04,1.66
853,2022-01-03,1.63
854,2021-12-31,1.52
855,2021-12-30,1.52
856,2021-12-29,1.55
857,2021-12-28,1.49
858,2021-12-27,1.48
859,2021-12-24,.
860,2021-12-23,1.50
861,2021-12-22,1.46
862,2021-12-21,1.48
863,2021-12-20,1.43
864,2021-12-17,1.41
865,2021-12-16,1.44
866,2021-12-15,1.47
867,2021-12-14,1.44
868,2021-12-13,1.42
869,2021-12-10,1.48
870,2021-12-09,1.49
871,2021-12-08,1.52
872,2021-12-07,1.48
873,2021-12-06,1.43
874,2021-12-03,1.35
875,2021-12-02,1.44
876,2021-12-01,1.43
877,2021-11-30,1.43
878,2021-11-29,1.52
879,2021-11-26,1.48
880,2021-11-25,.
881,2021-11-24,1.64
882,2021-11-23,1.67
883,2021-11-22,1.63
884,2021-11-19,1.54
885,2021-11-18,1.59
886,2021-11-17,1.60
887,2021-11-16,1.63
888,2021-11-15,1.63
889,2021-11-12,1.58
890,2021-11-11,.
891,2021-11-10,1.56
892,2021-11-09,1.46
893,2021-11-08,1.51
894,2021-11-05,1.45
895,2021-11-04,1.53
896,2021-11-03,1.60
897,2021-11-02,1.56
898,2021-11-01,1.58
899,2021-10-29,1.55
900,2021-10-28,1.57
901,2021-10-27,1.54
902,2021-10-26,1.63
903,2021-10-25,1.64
904,2021-10-22,1.66
905,2021-10-21,1.68
906,2021-10-20,1.65
907,2021-10-19,1.65
908,2021-10-18,1.59
909,2021-10-15,1.59
910,2021-10-14,1.52
911,2021-10-13,1.56
912,2021-10-12,1.59
913,2021-10-11,.
914,2021-10-08,1.61
915,2021-10-07,1.58
916,2021-10-06,1.53
917,2021-10-05,1.54
918,2021-10-04,1.49
919,2021-10-01,1.48
920,2021-09-30,1.52
921,2021-09-29,1.55
922,2021-09-28,1.54
923,2021-09-27,1.48
924,2021-09-24,1.47
925,2021-09-23,1.41
926,2021-09-22,1.32
927,2021-09-21,1.33
928,2021-09-20,1.31
929,2021-09-17,1.37
930,2021-09-16,1.34
931,2021-09-15,1.31
932,2021-09-14,1.28
933,2021-09-13,1.33
934,2021-09-10,1.35
935,2021-09-09,1.30
936,2021-09-08,1.35
937,2021-09-07,1.38
938,2021-09-06,.
939,2021-09-03,1.33
940,2021-09-02,1.29
941,2021-09-01,1.31
942,2021-08-31,1.30
943,2021-08-30,1.29
944,2021-08-27,1.31
945,2021-08-26,1.34
946,2021-08-25,1.35
947,2021-08-24,1.29
948,2021-08-23,1.25
949,2021-08-20,1.26
950,2021-08-19,1.24
951,2021-08-18,1.27
952,2021-08-17,1.26
953,2021-08-16,1.26
954,2021-08-13,1.29
955,2021-08-12,1.36
956,2021-08-11,1.35
957,2021-08-10,1.36
958,2021-08-09,1.33
959,2021-08-06,1.31
960,2021-08-05,1.23
961,2021-08-04,1.19
962,2021-08-03,1.19
963,2021-08-02,1.20
964,2021-07-30,1.24
965,2021-07-29,1.28
966,2021-07-28,1.26
967,2021-07-27,1.25
968,2021-07-26,1.29
969,2021-07-23,1.30
970,2021-07-22,1.27
971,2021-07-21,1.30
972,2021-07-20,1.23
973,2021-07-19,1.19
974,2021-07-16,1.31
975,2021-07-15,1.31
976,2021-07-14,1.37
977,2021-07-13,1.42
978,2021-07-12,1.38
979,2021-07-09,1.37
980,2021-07-08,1.30
981,2021-07-07,1.33
982,2021-07-06,1.37
983,2021-07-05,.
984,2021-07-02,1.44
985,2021-07-01,1.48
986,2021-06-30,1.45
987,2021-06-29,1.49
988,2021-06-28,1.49
989,2021-06-25,1.54
990,2021-06-24,1.49
991,2021-06-23,1.50
992,2021-06-22,1.48
993,2021-06-21,1.50
994,2021-06-18,1.45
995,2021-06-17,1.52
996,2021-06-16,1.57
997,2021-06-15,1.51
998,2021-06-14,1.51
999,2021-06-11,1.47
1000,2021-06-10,1.45
1001,2021-06-09,1.50
1002,2021-06-08,1.53
1003,2021-06-07,1.57
1004,2021-06-04,1.56
1005,2021-06-03,1.63
1006,2021-06-02,1.59
1007,2021-06-01,1.62
1008,2021-05-31,.
1009,2021-05-28,1.58
1010,2021-05-27,1.61
1011,2021-05-26,1.58
1012,2021-05-25,1.56
1013,2021-05-24,1.61
1014,2021-05-21,1.63
1015,2021-05-20,1.63
1016,2021-05-19,1.68
1017,2021-05-18,1.64
1018,2021-05-17,1.64
1019,2021-05-14,1.63
1020,2021-05-13,1.66
1021,2021-05-12,1.69
1022,2021-05-11,1.64
1023,2021-05-10,1.63
1024,2021-05-07,1.60
1025,2021-05-06,1.58
1026,2021-05-05,1.59
1027,2021-05-04,1.61
1028,2021-05-03,1.63
1029,2021-04-30,1.65
1030,2021-04-29,1.65
1031,2021-04-28,1.63
1032,2021-04-27,1.63
1033,2021-04-26,1.58
1034,2021-04-23,1.58
1035,2021-04-22,1.57
1036,2021-04-21,1.57
1037,2021-04-20,1.58
1038,2021-04-19,1.61
1039,2021-04-16,1.59
1040,2021-04-15,1.56
1041,2021-04-14,1.64
1042,2021-04-13,1.64
1043,2021-04-12,1.69
1044,2021-04-09,1.67
1045,2021-04-08,1.64
1046,2021-04-07,1.68
1047,2021-04-06,1.67
1048,2021-04-05,1.73
1049,2021-04-02,1.72
1050,2021-04-01,1.69
1051,2021-03-31,1.74
1052,2021-03-30,1.73
1053,2021-03-29,1.73
1054,2021-03-26,1.67
1055,2021-03-25,1.63
1056,2021-03-24,1.62
1057,2021-03-23,1.63
1058,2021-03-22,1.69
1059,2021-03-19,1.74
1060,2021-03-18,1.71
1061,2021-03-17,1.63
1062,2021-03-16,1.62
1063,2021-03-15,1.62
1064,2021-03-12,1.64
1065,2021-03-11,1.54
1066,2021-03-10,1.53
1067,2021-03-09,1.55
1068,2021-03-08,1.59
1069,2021-03-05,1.56
1070,2021-03-04,1.54
1071,2021-03-03,1.47
1072,2021-03-02,1.42
1073,2021-03-01,1.45
1074,2021-02-26,1.44
1075,2021-02-25,1.54
